Catégorie de contrôle;Organismes contrôlés;"Modalité
 de contrôle";Dépt.;Ville;Pays;"Activité
 de l'organisme";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SMPAC;sur place;94;CHARENTON-LE-PONT;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;KOBALTT;sur place;75;PARIS;FRANCE;Travail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;KOBALTT;en ligne;75;PARIS;FRANCE;Travail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ACADEMIE DE VERSAILLES;sur pièces;78;VERSAILLES;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;VOXNODE;sur place;83;SAINTE-MAXIME;FRANCE;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;VOXNODE;sur audition;83;SAINTE-MAXIME;FRANCE;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;IHEALTHLABS EUROPE;sur place;75;PARIS;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;IHEALTHLABS EUROPE;sur place;75;PARIS;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;BNP PARIBAS ET BNP PERSONAL FINANCE;sur place;75;PARIS;FRANCE;Banque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ORANGE;en ligne;92;ISSY LES MOULINEAUX;FRANCE;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIDEOPROTECTION;COMMUNE DE ROUBAIX;sur place;59;ROUBAIX;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;TRINITY;sur audition;21;TALANT;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;AB MEDICA;sur place;18;MERY-SUR-CHER;FRANCE;Travail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SPEED PARIS;sur place;75;PARIS;FRANCE;Travail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DEEZER;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DEEZER;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;PROMOD;en ligne;59;MARCQ EN BAROEUL;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;PROMOD;sur place;59;MARCQ EN BAROEUL;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIDEOPROTECTION;COMMUNE DE VITROLLES;sur place;13;VITROLLES;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;OPENAI;en ligne;;SAN FRANCISCO;ÉTATS-UNIS;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;OPENAI;sur pièces;;SAN FRANCISCO;ÉTATS-UNIS;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;GOOGLE IRELAND LIMITED;en ligne;;DUBLIN;IRLANDE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;GOOGLE IRELAND LIMITED;sur pièces;;DUBLIN;IRLANDE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;FEDERATION FRANCAISE D'AVIRON;en ligne;94;NOGENT-SUR-MARNE;FRANCE;Sport;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE ROUBAIX;en ligne;59;ROUBAIX;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;FEDERATION FRANCAISE DE LA MONTAGNE ET DE L ESCALADE;en ligne;75;PARIS;FRANCE;Sport;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SOCIETE SPODIS SAS ;en ligne;59;"
MARCQ EN BAROEUL
";FRANCE;Sport;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;AGENCE DE SERVICES ET DE PAIEMENT (ASP);en ligne;87;LIMOGES;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;LAPUB ;en ligne;97;LE TAMPON;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CONSEIL DE DEVELOPPEMENT DU PAYS BOURIAN ;en ligne;46;PEYRILLES;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;MAISON 123;en ligne;92;CLICHY;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;MARQUES AVENUE;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SOCIETE SERAPHINE France ;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;"AMMA DESIGN 
";en ligne;94;SAINT MANDE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;HIPANEMA;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DECODE MEDIA;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;"CAISSE NATIONALE 
D'ASSURANCE VIEILLESSE";sur place;75;PARIS;FRANCE;Social;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;HAYS TRAVAIL TEMPORAIRE;en ligne;75;PARIS;FRANCE;Travail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;HAYS EXECUTIVE;sur place;75;PARIS;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIDEOPROTECTION;COMMUNE DE CANNES;sur place;06;CANNES;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIDEOPROTECTION;PARTICULIER;sur place;68;HABSHEIM;FRANCE;Travail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ORANGE;en ligne;92;ISSY LES MOULINEAUX;FRANCE;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ORANGE;sur pièces;92;ISSY LES MOULINEAUX;FRANCE;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ACADEMIE DES BEAUX ARTS;en ligne;75;PARIS;FRANCE;Culture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;EDENTIFY;en ligne;95;DOMONT;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;EDENTIFY;sur audition;95;DOMONT;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CARREFOUR MARKET GARGENVILLE;sur place;78;GARGENVILLE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CARREFOUR CONTACT RIMOGNE;sur place;08;RIMOGNE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CALLAPP SOFTWARE LTD;en ligne;;RAMAT GAN;ISRAËL;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE COMMUNAL D'ACTION SOCIALE DE REUIL-MALMAISON;en ligne;92;RUEIL MALMAISON;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE DE LA DORDOGNE;en ligne;24;PERIGUEUX;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE DE L'YONNE;en ligne;89;AUXERRE;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE DES HAUTES-PYRÉNÉES;en ligne;65;SEMEAC;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE HOSPITALIER RÉGIONAL METZ-THIONVILLE;en ligne;57;METZ;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE L'AIN;en ligne;01;BOURG-EN-BRESSE;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CHAMBRE DE MÉTIERS ET DE L'ARTISANAT DE GUYANE;en ligne;97;CAYENNE;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CHAMBRE DE MÉTIERS ET DE L'ARTISANAT DE LA CORSE;en ligne;20;AJACCIO;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CHAMBRE DE MÉTIERS ET DE L'ARTISANAT DE LA MANCHE;en ligne;50;COUTANCES;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNAUTÉ DE COMMUNES DE MEURTHE MORTAGNE MOSELLE;en ligne;54;BLAINVILLE SUR L'EAU;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNAUTÉ DE COMMUNES DES QUATRE VALLEES ;en ligne;45;FERRIERES-EN-GATINAIS;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNAUTÉ DE COMMUNES DU CORDAIS ET DU CAUSSE;en ligne;81;LES CABANNES;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE D'AVIGNON;en ligne;84;AVIGNON;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE BEAUVAIS;en ligne;60;BEAUVAIS;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE BOHAIN-EN-VERMANDOIS;en ligne;02;BOHAIN-EN-VERMANDOIS;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE CRACH;en ligne;56;CRACH;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE DOL DE BRETAGNE;en ligne;35;DOL-DE-BRETAGNE;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE MILLAU;en ligne;12;MILLAU;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE PAU;en ligne;64;PAU;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE THONON;en ligne;74;THONON-LES-BAINS;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE VILLENEUVE D'ASCQ;en ligne;59;VILLENEUVE D ASCQ;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE VIRY CHATILLON;en ligne;91;VIRY CHATILLON;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE D'ORLY;en ligne;94;ORLY;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DEPARTEMENT DE L'INDRE;en ligne;36;CHATEAUROUX;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DEPARTEMENT DES ALPES-DE-HAUTE-PROVENCE ;en ligne;04;DIGNE LES BAINS;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DÉPARTEMENT DES HAUTS-DE-SEINE;en ligne;92;NANTERRE;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DEPARTEMENT DES VOSGES;en ligne;88;EPINAL;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DÉPARTEMENT DU VAR;en ligne;83;TOULON;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ÉCOLE NATIONALE VÉTÉRINAIRE, AGROALIMENTAIRE ET DE L'ALIMENTATION DE NANTES-ATLANTIQUE;en ligne;44;NANTES;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE DE L'ARIÈGE;en ligne;09;FOIX;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ETABLISSEMENT PUBLIC D'EXPLOITATION DU LIVRE FONCIER INFORMATISÉ ALSACE MOSELLE;en ligne;67;SAVERNE;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;INSTITUT D'ÉTUDES POLITIQUES DE RENNES;en ligne;35;RENNES;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;MINISTÈRE DE L'AGRICULTURE ET DE LA SOUVERAINETÉ ALIMENTAIRE;en ligne;75;PARIS;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;RECTORAT DE L'ACADEMIE DE NICE ;en ligne;06;NICE;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;UNIVERSITÉ DE VERSAILLES – SAINT-QUENTIN-EN-YVELINES;en ligne;78;VERSAILLES;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;UNIVERSITÉ DES ANTILLES;en ligne;97;POINTE A PITRE;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;NEAR INTELLIGENCE;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;NEAR INTELLIGENCE;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE STRASBOURG ET EUROMETROPOLE DE STRASBOURG;sur pièces;75;PARIS;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE STRASBOURG ET EUROMETROPOLE DE STRASBOURG;sur pièces;75;PARIS;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE LOIRE-ATLANTIQUE;sur place;44;NANTES;FRANCE;Social;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;VILLAGES NATURE TOURISME;sur place;77;BAILLY-ROMAINVILLIERS;FRANCE;Tourisme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;EDUSIGN;sur audition;78;SAINT-GERMAIN-EN-LAYE;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SOLOCAL GROUP;sur place;92;BOULOGNE-BILLANCOURT;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIDEOPROTECTION;PARTICULIER;sur pièces;77;CHAMPAGNE-SUR-SEINE;FRANCE;Particulier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;HDC SANTE;sur place;75;PARIS;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE HOSPITALIER DE PERPIGNAN;sur place;66;PERPIGNAN;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;JP MORGAN CHASE BANK NATIONAL ASSOCIATION;sur place;75;PARIS;FRANCE;Banque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;LES PUBLICATIONS CONDE NAST;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;LES PUBLICATIONS CONDE NAST;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ATS COM;sur pièces;;ANTANANARIVO;MADAGASCAR;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SUPER U PARIS LAFAYETTE;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;INTERMARCHE SUPER LONGWY;sur place;54;LONGWY;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;INTERMARCHE SUPER LONGWY;en ligne;54;LONGWY;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SNAP INC;en ligne;75;PARIS;FRANCE;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SNAP INC;sur place;75;PARIS;FRANCE;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SNAP INC;sur pièces;75;PARIS;FRANCE;Télécommunications;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COLRUYT RETAIL FRANCE;sur place;10;TROYES;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COLRUYT RETAIL FRANCE;sur pièces;10;TROYES;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DROITE AU CŒUR;sur audition;94;L'HAY-LES-ROSES;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;TOOLS FOR HUMANITY CORPORATION ;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;TOOLS FOR HUMANITY CORPORATION ;en ligne;;SAN FRANCISCO;ÉTATS-UNIS;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;MAIL-GUIDE-COMPARATEUR.FR;sur audition;59;ROUBAIX;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;MAIL-GUIDE-COMPARATEUR.FR;sur pièces;59;ROUBAIX;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ETABLISSEMENT A MEYSON;en ligne;84;SAINT-ROMAIN-EN-VIENNOIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;EUROPOL;sur place;92;NANTERRE;FRANCE;Régalien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE HOSPITALIER DE CHARTRES;sur place;28;CHARTRES;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;IDEALWINE;en ligne;92;COLOMBES;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;INFINITE STYLES SERVICES CO. LIMITED;en ligne;;DUBLIN;IRLANDE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;INFINITE STYLES SERVICES CO. LIMITED;sur audition;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ENERGIES France;sur place;92;GENNEVILLIERS;FRANCE;Energie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ASSOCIATION SANTE PLUS STRASBOURG;sur place;93;SAINT-DENIS;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;NATURALIA France;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;"
CRM 71
";sur place;71;CHALONS SUR SAONE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;AGENCE TECHNIQUE DE L'INFORMATION SUR L'HOSPITALISATION;sur place;69;LYON;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;GROUPE GEMA - ESI BUSINESS SCHOOL/ IA SCHOOL;sur place;92;BOULOGNE-BILLANCOURT;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;IMAGINE EXHIBITIONS;sur place;75;PARIS;FRANCE;Culture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;RECTORAT DE L'ACADEMIE DE VERSAILLES;sur place;78;VERSAILLES;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;IDEMIA;sur pièces;92;COURBEVOIE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;GARNIER;en ligne;75;LEVALLOIS-PERRET;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;REPLIKA;en ligne;;SAN FRANCISCO ;ÉTATS-UNIS;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;REPLIKA;sur pièces;;SAN FRANCISCO ;ÉTATS-UNIS;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;OLIVIER MALATRAIT (FIPL);en ligne;84;AVIGNON;FRANCE;Immobilier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;MOBIUS SOLUTIONS LTD;sur pièces;;TEL AVIV;ISRAËL;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CHANEL;en ligne;92;NEUILLY SUR SEINE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CHANEL;sur place;92;NEUILLY SUR SEINE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;PARFUMS CHRISTIAN DIOR ;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
